TCP | 03/30/1999 11:47:22 | 196.227.33.189:15394 | 172.16.112.100:21 | 31.26
TCP | 03/30/1999 08:21:33 | 172.16.113.84:3325 | 194.27.251.21:25 | 17.07
TCP | 03/30/1999 09:46:29 | 135.13.216.191:8246 | 172.16.114.207:25 | 21.76
TCP | 03/30/1999 13:33:24 | 197.218.177.69:26869 | 172.16.112.194:25 | 16.26
TCP | 03/30/1999 11:42:44 | 195.73.151.50:15039 | 172.16.112.194:25 | 18.83
TCP | 03/30/1999 15:43:52 | 135.13.216.191:12444 | 172.16.113.84:25 | 15.42
TCP | 03/30/1999 15:32:26 | 172.16.114.169:30935 | 194.27.251.21:25 | 17.47
TCP | 03/30/1999 12:59:16 | 172.16.113.204:26007 | 197.182.91.233:25 | 16.64
TCP | 03/30/1999 15:55:02 | 194.27.251.21:4233 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:54:38 | 194.27.251.21:4201 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:53:31 | 172.16.114.50:3229 | 197.218.177.69:25 | 22.08
TCP | 03/30/1999 13:54:12 | 196.227.33.189:28779 | 172.16.112.194:25 | 21.58
TCP | 03/30/1999 15:52:30 | 194.27.251.21:3136 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:53:46 | 194.27.251.21:3918 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:12:05 | 195.73.151.50:9290 | 172.16.112.50:25 | 17.9
TCP | 03/30/1999 15:48:46 | 172.16.114.169:4104 | 197.182.91.233:25 | 14.96
TCP | 03/30/1999 13:16:53 | 135.8.60.182:25714 | 172.16.112.100:25 | 14.98
TCP | 03/30/1999 08:55:06 | 172.16.114.168:9363 | 194.27.251.21:25 | 21.93
TCP | 03/30/1999 09:20:51 | 197.218.177.69:4543 | 172.16.112.100:25 | 17.55
TCP | 03/30/1999 15:37:35 | 172.16.113.84:2581 | 194.27.251.21:25 | 24.61
TCP | 03/30/1999 09:40:11 | 196.37.75.158:6993 | 172.16.112.100:25 | 23.58
TCP | 03/30/1999 15:52:35 | 194.27.251.21:3141 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:06:32 | 172.16.114.207:5202 | 197.218.177.69:25 | 21.55
TCP | 03/30/1999 15:53:06 | 197.182.91.233:14001 | 172.16.112.194:25 | 17.44
TCP | 03/30/1999 14:10:26 | 172.16.112.207:5216 | 197.182.91.233:25 | 15.55
TCP | 03/30/1999 15:53:24 | 194.27.251.21:3337 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:42:47 | 172.16.113.204:14581 | 197.218.177.69:25 | 74.49
TCP | 03/30/1999 15:21:16 | 196.227.33.189:10720 | 172.16.112.100:25 | 15.96
TCP | 03/30/1999 14:53:37 | 172.16.112.149:7960 | 197.218.177.69:25 | 18.38
TCP | 03/30/1999 15:28:27 | 172.16.112.207:21794 | 194.27.251.21:25 | 34.21
TCP | 03/30/1999 08:16:43 | 172.16.113.105:3076 | 194.27.251.21:25 | 24.81
TCP | 03/30/1999 08:12:23 | 195.115.218.108:1362 | 172.16.113.84:25 | 19.57
TCP | 03/30/1999 15:53:31 | 194.27.251.21:3599 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:54:32 | 194.27.251.21:4193 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:41:46 | 194.27.251.21:4553 | 172.16.112.100:25 | 21.36
TCP | 03/30/1999 15:52:05 | 194.27.251.21:2638 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:01:03 | 195.115.218.108:29803 | 172.16.112.100:25 | 23.23
TCP | 03/30/1999 15:53:16 | 194.27.251.21:3204 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:13:14 | 172.16.112.50:33189 | 197.182.91.233:25 | 21.41
TCP | 03/30/1999 13:09:49 | 197.218.177.69:2085 | 172.16.113.84:25 | 22.38
TCP | 03/30/1999 13:53:05 | 172.16.113.105:12522 | 197.218.177.69:25 | 23.19
TCP | 03/30/1999 08:02:26 | 197.218.177.69:1028 | 172.16.112.194:25 | 15.39
TCP | 03/30/1999 15:39:14 | 197.182.91.233:12372 | 172.16.112.194:25 | 27.6
TCP | 03/30/1999 15:51:24 | 194.27.251.21:2112 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:35:42 | 172.16.114.168:1861 | 197.182.91.233:25 | 32.71
TCP | 03/30/1999 13:15:23 | 172.16.112.149:18626 | 197.182.91.233:25 | 18.63
TCP | 03/30/1999 15:26:21 | 172.16.114.169:19666 | 197.182.91.233:25 | 18.75
TCP | 03/30/1999 11:15:12 | 196.227.33.189:12832 | 172.16.113.84:25 | 23.41
TCP | 03/30/1999 15:39:12 | 197.182.91.233:12370 | 172.16.114.50:25 | 27.41
TCP | 03/30/1999 08:12:43 | 195.73.151.50:1560 | 172.16.112.100:25 | 17.95
TCP | 03/30/1999 15:51:46 | 194.27.251.21:2254 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:11:17 | 172.16.114.169:15005 | 197.182.91.233:25 | 19.74
TCP | 03/30/1999 09:01:56 | 172.16.112.50:32848 | 194.27.251.21:25 | 14.28
TCP | 03/30/1999 14:13:23 | 197.218.177.69:32411 | 172.16.112.100:25 | 15.95
TCP | 03/30/1999 15:54:47 | 194.27.251.21:4214 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:09:52 | 196.37.75.158:24651 | 172.16.112.100:25 | 20.45
TCP | 03/30/1999 15:55:37 | 194.27.251.21:4466 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:19:19 | 197.182.91.233:9836 | 172.16.113.84:25 | 22.61
TCP | 03/30/1999 15:52:11 | 194.27.251.21:2816 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:06:43 | 172.16.113.204:1221 | 197.182.91.233:25 | 17.19
TCP | 03/30/1999 15:43:14 | 135.13.216.191:12421 | 172.16.114.207:25 | 14.31
TCP | 03/30/1999 10:55:23 | 135.13.216.191:11449 | 172.16.112.50:25 | 33.28
TCP | 03/30/1999 13:17:21 | 194.7.248.153:25737 | 172.16.112.100:25 | 14.76
TCP | 03/30/1999 11:36:44 | 196.37.75.158:14675 | 172.16.112.194:25 | 23.72
TCP | 03/30/1999 10:10:19 | 197.182.91.233:9456 | 172.16.112.100:25 | 16.53
TCP | 03/30/1999 09:22:07 | 135.8.60.182:5057 | 172.16.112.194:25 | 42.66
TCP | 03/30/1999 15:20:54 | 197.182.91.233:10585 | 172.16.114.207:25 | 17.8
TCP | 03/30/1999 13:46:19 | 135.8.60.182:27984 | 172.16.112.194:25 | 21.33
TCP | 03/30/1999 15:54:15 | 194.27.251.21:4178 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:11:51 | 172.16.113.84:28529 | 197.218.177.69:25 | 16.55
TCP | 03/30/1999 10:30:38 | 197.218.177.69:10487 | 172.16.112.100:25 | 21.69
TCP | 03/30/1999 15:55:17 | 194.27.251.21:4251 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:51:33 | 197.182.91.233:15583 | 172.16.113.84:25 | 15.27
TCP | 03/30/1999 12:59:52 | 172.16.112.149:28293 | 194.27.251.21:25 | 57.88
TCP | 03/30/1999 15:53:50 | 194.27.251.21:4147 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:33:22 | 135.8.60.182:6572 | 172.16.112.100:25 | 24.65
TCP | 03/30/1999 08:18:10 | 197.218.177.69:1814 | 172.16.112.100:25 | 15.65
TCP | 03/30/1999 15:35:57 | 197.218.177.69:12356 | 172.16.114.207:25 | 23.38
TCP | 03/30/1999 10:04:05 | 194.7.248.153:9263 | 172.16.114.207:25 | 22.88
TCP | 03/30/1999 15:44:48 | 135.8.60.182:12586 | 172.16.114.207:25 | 16.99
TCP | 03/30/1999 12:31:23 | 194.7.248.153:20570 | 172.16.112.194:25 | 118.62
TCP | 03/30/1999 14:45:12 | 172.16.114.168:21586 | 194.27.251.21:25 | 21.66
TCP | 03/30/1999 12:11:26 | 172.16.114.169:8288 | 197.182.91.233:25 | 19.81
TCP | 03/30/1999 11:03:35 | 172.16.112.194:1889 | 197.182.91.233:25 | 20.69
TCP | 03/30/1999 15:55:41 | 194.27.251.21:4672 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:53:11 | 172.16.113.204:21625 | 194.27.251.21:25 | 17.97
TCP | 03/30/1999 15:51:55 | 194.27.251.21:2384 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:43:16 | 135.13.216.191:12430 | 172.16.112.194:25 | 14.83
TCP | 03/30/1999 15:53:27 | 194.27.251.21:3402 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:19 | 194.27.251.21:3021 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:12:02 | 172.16.112.207:8740 | 197.182.91.233:25 | 23.71
TCP | 03/30/1999 13:42:50 | 172.16.114.169:30772 | 197.218.177.69:25 | 18.7
TCP | 03/30/1999 15:54:11 | 194.27.251.21:4170 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:17:17 | 197.182.91.233:9772 | 172.16.114.207:25 | 17.9
TCP | 03/30/1999 12:33:01 | 172.16.113.204:30824 | 197.182.91.233:25 | 15.78
TCP | 03/30/1999 12:13:59 | 172.16.112.194:10089 | 197.218.177.69:25 | 17.31
TCP | 03/30/1999 11:38:40 | 172.16.113.84:12164 | 197.182.91.233:25 | 14.98
TCP | 03/30/1999 10:12:13 | 196.227.33.189:9664 | 172.16.112.100:25 | 20.13
TCP | 03/30/1999 10:28:33 | 194.27.251.21:10441 | 172.16.112.100:25 | 15.08
TCP | 03/30/1999 08:36:25 | 195.73.151.50:2188 | 172.16.112.100:25 | 19.74
TCP | 03/30/1999 09:59:51 | 172.16.113.204:15468 | 197.218.177.69:25 | 19.04
TCP | 03/30/1999 15:55:39 | 172.16.114.207:5281 | 194.27.251.21:25 | 19.89
TCP | 03/30/1999 09:24:04 | 197.182.91.233:5517 | 172.16.113.84:25 | 15.84
TCP | 03/30/1999 15:51:37 | 194.27.251.21:2130 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:45:43 | 194.7.248.153:2674 | 172.16.112.100:25 | 120.36
TCP | 03/30/1999 15:20:58 | 197.182.91.233:10712 | 172.16.112.194:25 | 16.6
TCP | 03/30/1999 13:47:09 | 135.8.60.182:27986 | 172.16.112.100:25 | 20.84
TCP | 03/30/1999 10:22:47 | 194.27.251.21:10298 | 172.16.112.100:25 | 24.8
TCP | 03/30/1999 15:51:40 | 194.27.251.21:2183 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:29:04 | 195.115.218.108:6200 | 172.16.113.84:25 | 19.12
TCP | 03/30/1999 08:48:32 | 194.7.248.153:2765 | 172.16.113.50:25 | 19.1
TCP | 03/30/1999 13:05:24 | 172.16.112.207:4676 | 197.218.177.69:25 | 88.5
TCP | 03/30/1999 15:52:22 | 194.27.251.21:3076 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:40:24 | 172.16.112.149:2871 | 194.27.251.21:25 | 21.27
TCP | 03/30/1999 09:55:42 | 172.16.114.169:12038 | 197.218.177.69:25 | 34.59
TCP | 03/30/1999 11:55:39 | 135.13.216.191:15951 | 172.16.113.84:25 | 19.11
TCP | 03/30/1999 09:22:19 | 172.16.113.105:7205 | 197.218.177.69:25 | 26.2
TCP | 03/30/1999 11:02:29 | 196.227.33.189:11716 | 172.16.112.50:25 | 14.84
TCP | 03/30/1999 15:21:29 | 172.16.114.148:11476 | 194.27.251.21:25 | 24.53
TCP | 03/30/1999 11:34:51 | 194.27.251.21:14447 | 172.16.112.100:25 | 21.48
TCP | 03/30/1999 15:54:56 | 194.27.251.21:4225 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:39:57 | 197.218.177.69:15023 | 172.16.112.100:25 | 18.27
TCP | 03/30/1999 15:17:17 | 194.27.251.21:10181 | 172.16.114.207:25 | 15.14
TCP | 03/30/1999 15:53:12 | 194.27.251.21:3201 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:00:00 | 195.73.151.50:11590 | 172.16.112.194:25 | 14.39
TCP | 03/30/1999 08:02:42 | 172.16.112.194:1049 | 197.182.91.233:25 | 23.08
TCP | 03/30/1999 15:52:02 | 194.27.251.21:2583 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:20:12 | 197.182.91.233:9957 | 172.16.112.194:25 | 20.86
TCP | 03/30/1999 12:00:28 | 196.37.75.158:16482 | 172.16.113.84:25 | 20.52
TCP | 03/30/1999 15:51:50 | 194.27.251.21:2319 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:31:08 | 197.182.91.233:26698 | 172.16.112.50:25 | 15.56
TCP | 03/30/1999 08:03:00 | 135.13.216.191:1104 | 172.16.114.50:25 | 17.94
TCP | 03/30/1999 11:54:23 | 196.37.75.158:15709 | 172.16.112.194:25 | 22.44
TCP | 03/30/1999 09:44:12 | 172.16.114.148:28997 | 194.27.251.21:25 | 22.56
TCP | 03/30/1999 15:54:08 | 194.27.251.21:4168 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:20:42 | 196.227.33.189:13558 | 172.16.113.50:25 | 22.85
TCP | 03/30/1999 12:30:39 | 172.16.113.84:28763 | 197.218.177.69:25 | 15.02
TCP | 03/30/1999 11:01:56 | 195.115.218.108:11649 | 172.16.112.100:25 | 12.35
TCP | 03/30/1999 09:41:18 | 195.73.151.50:7329 | 172.16.114.50:25 | 17.1
TCP | 03/30/1999 15:51:27 | 194.27.251.21:2118 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 08:31:51 | 195.73.151.50:2123 | 172.16.114.207:25 | 17.56
TCP | 03/30/1999 15:52:16 | 194.27.251.21:2894 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:54:18 | 194.27.251.21:4180 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:44:14 | 196.227.33.189:7518 | 172.16.112.194:25 | 21.96
TCP | 03/30/1999 08:31:03 | 135.13.216.191:2116 | 172.16.112.194:25 | 17.02
TCP | 03/30/1999 15:52:38 | 194.27.251.21:3144 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:15:12 | 172.16.113.204:18456 | 197.182.91.233:25 | 22.83
TCP | 03/30/1999 09:18:55 | 197.218.177.69:4325 | 172.16.113.84:25 | 19.45
TCP | 03/30/1999 11:54:54 | 172.16.114.148:24636 | 194.27.251.21:25 | 17.87
TCP | 03/30/1999 10:16:28 | 197.218.177.69:9764 | 172.16.113.84:25 | 16.79
TCP | 03/30/1999 10:27:36 | 135.13.216.191:10432 | 172.16.112.100:25 | 19.17
TCP | 03/30/1999 08:12:25 | 195.115.218.108:1488 | 172.16.112.194:25 | 19.03
TCP | 03/30/1999 11:57:25 | 172.16.114.169:26754 | 194.27.251.21:25 | 15.1
TCP | 03/30/1999 09:09:00 | 197.182.91.233:4190 | 172.16.114.207:25 | 20.89
TCP | 03/30/1999 11:08:14 | 172.16.114.169:6734 | 197.182.91.233:25 | 20.8
TCP | 03/30/1999 15:43:10 | 135.13.216.191:12413 | 172.16.113.84:25 | 14.41
TCP | 03/30/1999 15:54:28 | 194.27.251.21:4189 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:10:01 | 172.16.113.84:12625 | 197.218.177.69:25 | 15.0
TCP | 03/30/1999 11:55:40 | 135.13.216.191:15952 | 172.16.114.207:25 | 19.17
TCP | 03/30/1999 08:03:43 | 196.227.33.189:1169 | 172.16.114.207:25 | 21.46
TCP | 03/30/1999 15:53:58 | 194.27.251.21:4157 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:21:38 | 197.218.177.69:9959 | 172.16.112.100:25 | 23.9
TCP | 03/30/1999 15:54:41 | 194.27.251.21:4204 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:59:35 | 135.13.216.191:8320 | 172.16.113.84:25 | 21.88
TCP | 03/30/1999 15:53:33 | 194.27.251.21:3601 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:51:33 | 197.182.91.233:15587 | 172.16.114.50:25 | 15.48
TCP | 03/30/1999 13:42:49 | 172.16.114.169:30770 | 197.182.91.233:25 | 18.74
TCP | 03/30/1999 15:03:10 | 172.16.114.207:20504 | 197.218.177.69:25 | 18.05
TCP | 03/30/1999 14:12:06 | 135.13.216.191:31976 | 172.16.114.207:25 | 15.62
TCP | 03/30/1999 12:11:36 | 195.73.151.50:17249 | 172.16.114.207:25 | 21.86
TCP | 03/30/1999 15:41:49 | 195.73.151.50:12388 | 172.16.112.194:25 | 18.09
TCP | 03/30/1999 14:01:30 | 172.16.113.204:24664 | 197.218.177.69:25 | 22.15
TCP | 03/30/1999 15:12:19 | 172.16.112.194:32096 | 194.27.251.21:25 | 57.36
TCP | 03/30/1999 15:55:08 | 194.27.251.21:4243 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:52:17 | 194.27.251.21:2957 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:34:19 | 172.16.114.207:18770 | 194.27.251.21:25 | 74.86
TCP | 03/30/1999 11:08:23 | 196.37.75.158:12360 | 172.16.112.50:25 | 19.02
TCP | 03/30/1999 11:04:28 | 172.16.112.149:3188 | 197.182.91.233:25 | 22.49
TCP | 03/30/1999 15:54:21 | 194.27.251.21:4183 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:07:48 | 172.16.112.20:32228 | 197.218.177.69:25 | 40.21
TCP | 03/30/1999 10:30:04 | 135.8.60.182:10485 | 172.16.112.100:25 | 17.52
TCP | 03/30/1999 15:51:25 | 194.27.251.21:2115 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 11:51:36 | 197.182.91.233:15643 | 172.16.113.50:25 | 14.89
TCP | 03/30/1999 12:12:19 | 194.27.251.21:17431 | 172.16.113.84:25 | 18.97
TCP | 03/30/1999 11:56:10 | 196.37.75.158:16141 | 172.16.112.100:25 | 15.38
TCP | 03/30/1999 14:41:22 | 194.27.251.21:4552 | 172.16.112.100:25 | 22.77
TCP | 03/30/1999 15:28:16 | 172.16.112.149:21737 | 194.27.251.21:25 | 14.75
TCP | 03/30/1999 09:12:27 | 196.37.75.158:4209 | 172.16.112.100:25 | 22.61
TCP | 03/30/1999 08:06:35 | 195.73.151.50:1215 | 172.16.113.84:25 | 21.29
TCP | 03/30/1999 15:51:39 | 194.27.251.21:2136 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:16:16 | 196.227.33.189:18037 | 172.16.114.207:25 | 23.66
TCP | 03/30/1999 12:19:47 | 135.8.60.182:19553 | 172.16.112.50:25 | 16.33
TCP | 03/30/1999 15:54:25 | 194.27.251.21:4186 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 09:04:46 | 197.182.91.233:4175 | 172.16.113.84:25 | 29.19
TCP | 03/30/1999 08:32:21 | 197.182.91.233:2128 | 172.16.113.84:25 | 55.48
TCP | 03/30/1999 13:35:41 | 172.16.112.194:15706 | 197.218.177.69:25 | 21.56
TCP | 03/30/1999 12:19:42 | 135.8.60.182:19383 | 172.16.114.50:25 | 17.97
TCP | 03/30/1999 11:56:27 | 195.115.218.108:16442 | 172.16.112.50:25 | 14.9
TCP | 03/30/1999 15:51:21 | 194.27.251.21:2076 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:53:37 | 194.27.251.21:3664 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:39:32 | 172.16.114.148:10304 | 197.218.177.69:25 | 16.78
TCP | 03/30/1999 13:16:33 | 195.115.218.108:25662 | 172.16.112.100:25 | 14.03
TCP | 03/30/1999 10:16:43 | 172.16.114.207:27656 | 194.27.251.21:25 | 16.1
TCP | 03/30/1999 13:56:53 | 197.182.91.233:28811 | 172.16.112.100:25 | 19.37
TCP | 03/30/1999 15:45:56 | 194.7.248.153:12986 | 172.16.112.100:25 | 15.87
TCP | 03/30/1999 11:56:10 | 135.13.216.191:16200 | 172.16.112.100:25 | 15.23
TCP | 03/30/1999 15:52:24 | 194.27.251.21:3079 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:11:59 | 195.115.218.108:31866 | 172.16.113.84:25 | 15.61
TCP | 03/30/1999 12:11:30 | 197.218.177.69:17124 | 172.16.113.84:25 | 17.0
TCP | 03/30/1999 15:55:12 | 194.27.251.21:4246 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 13:52:44 | 194.7.248.153:28760 | 172.16.114.207:25 | 15.11
TCP | 03/30/1999 15:47:33 | 172.16.113.204:3793 | 197.218.177.69:25 | 15.49
TCP | 03/30/1999 15:33:55 | 195.73.151.50:12314 | 172.16.112.194:25 | 16.46
TCP | 03/30/1999 10:16:31 | 194.27.251.21:9766 | 172.16.114.207:25 | 24.35
TCP | 03/30/1999 14:50:04 | 197.182.91.233:6419 | 172.16.112.100:25 | 25.59
TCP | 03/30/1999 14:07:48 | 194.7.248.153:30835 | 172.16.112.194:25 | 17.37
TCP | 03/30/1999 13:11:38 | 172.16.113.204:15022 | 197.218.177.69:25 | 21.17
TCP | 03/30/1999 15:22:30 | 135.13.216.191:10791 | 172.16.112.194:25 | 15.32
TCP | 03/30/1999 12:01:04 | 172.16.112.50:32989 | 194.27.251.21:25 | 25.75
TCP | 03/30/1999 15:01:45 | 172.16.114.148:18814 | 197.182.91.233:25 | 22.26
TCP | 03/30/1999 15:11:14 | 197.182.91.233:8987 | 172.16.112.194:25 | 13.61
TCP | 03/30/1999 15:12:42 | 135.8.60.182:9292 | 172.16.112.194:25 | 14.81
TCP | 03/30/1999 08:03:47 | 135.13.216.191:1170 | 172.16.112.194:25 | 19.07
TCP | 03/30/1999 15:52:33 | 194.27.251.21:3139 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 15:53:47 | 194.27.251.21:3980 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 14:10:19 | 197.182.91.233:31685 | 172.16.112.100:25 | 42.69
TCP | 03/30/1999 08:55:10 | 135.8.60.182:2993 | 172.16.114.207:25 | 18.97
TCP | 03/30/1999 08:25:25 | 135.8.60.182:1201 | 172.16.113.84:25 | 23.4
TCP | 03/30/1999 15:55:27 | 194.27.251.21:4267 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 12:23:45 | 197.182.91.233:19965 | 172.16.114.207:25 | 21.47
TCP | 03/30/1999 15:35:44 | 172.16.114.168:1863 | 197.218.177.69:25 | 32.83
TCP | 03/30/1999 15:44:51 | 135.8.60.182:12650 | 172.16.112.194:25 | 16.41
TCP | 03/30/1999 15:54:03 | 194.27.251.21:4162 | 172.16.114.50:25 | 30.68
TCP | 03/30/1999 10:16:31 | 135.13.216.191:9767 | 172.16.112.100:25 | 17.6
TCP | 03/30/1999 08:02:25 | 197.218.177.69:1027 | 172.16.113.84:25 | 15.46
Max attack 25 : 721.951631340915
Min attack 25 : 12.035819508486561
Max free 25 : 551.389784325356
Min free 25 : 11.671007975689525
Total time is : 0 hour 0 minutes 0 seconds
Total attack packet: 961
Total free packet: 1050

Max attack 80 : NaN
Min attack 80 : NaN
Max free 80 : NaN
Min free 80 : NaN
Total time is : 0 hour 0 minutes 0 seconds
Total attack packet: 843
Total free packet: 29389


UDP | 03/30/1999 08:00:05 | 192.168.1.10:53 | 172.16.112.20:53 | 951.09
UDP | 03/30/1999 08:04:13 | 172.16.112.20:53 | 194.27.251.21:53 | 46.11
UDP | 03/30/1999 08:02:26 | 172.16.112.20:53 | 197.218.177.69:53 | 27.96
UDP | 03/30/1999 08:05:02 | 192.168.1.20:53 | 172.16.112.20:53 | 763.44
UDP | 03/30/1999 09:36:40 | 172.16.112.20:53 | 197.182.91.233:53 | 4.51
Max attack 53 : 951.0920545604831
Min attack 53 : 4.513786359688207
Max free 53 : 215.62923887088988
Min free 53 : 2.110769990246663
Total time is : 0 hour 0 minutes 0 seconds
Total attack packet: 5
Total free packet: 69



